user_id,subscription_start_date,subscription_end_date,plan_type,is_churned,mrr
U12250,2024-06-19,2024-12-16,enterprise,True,199.0
U12251,2024-05-20,2024-08-18,free,True,0.0
U12252,2024-05-22,,free,False,0.0
U12253,2023-07-26,2023-08-25,free,True,0.0
U12254,2023-07-03,,free,False,0.0
U12255,2023-05-01,2023-05-31,pro,True,49.0
U12256,2024-03-18,,free,False,0.0
U12257,2023-12-31,2024-12-25,pro,True,49.0
U12258,2023-04-07,,free,False,0.0
U12259,2024-03-29,,free,False,0.0
U12260,2024-02-14,2025-05-09,pro,True,49.0
U12261,2023-07-07,,free,False,0.0
U12262,2023-07-18,,free,False,0.0
U12263,2023-06-02,2024-08-25,free,True,0.0
U12264,2023-08-26,,free,False,0.0
U12265,2023-08-07,,free,False,0.0
U12266,2023-11-17,2025-05-10,enterprise,True,199.0
U12267,2024-07-22,,pro,False,49.0
U12268,2023-12-28,2024-02-26,enterprise,True,199.0
U12269,2024-01-20,2025-07-13,pro,True,49.0
U12270,2024-08-04,2024-09-03,enterprise,True,199.0
U12271,2024-04-28,,free,False,0.0
U12272,2023-04-16,,free,False,0.0
U12273,2023-12-28,2024-06-25,pro,True,49.0
U12274,2023-09-11,2023-12-10,free,True,0.0
U12275,2023-06-08,,free,False,0.0
U12276,2023-11-28,,free,False,0.0
U12277,2023-06-17,2023-09-15,enterprise,True,199.0
U12278,2023-08-25,2024-03-22,enterprise,True,199.0
U12279,2024-02-19,2025-08-12,enterprise,True,199.0
U12280,2023-08-08,2023-10-07,free,True,0.0
U12281,2023-06-11,,free,False,0.0
U12282,2023-06-29,2023-07-29,free,True,0.0
U12283,2023-12-27,2025-05-20,pro,True,49.0
U12284,2024-07-24,2025-04-20,pro,True,49.0
U12285,2024-06-16,2024-09-14,pro,True,49.0
U12286,2024-03-02,,free,False,0.0
U12287,2023-10-03,,free,False,0.0
U12288,2023-08-23,,free,False,0.0
U12289,2023-09-27,,free,False,0.0
U12290,2024-04-28,,free,False,0.0
U12291,2023-11-07,,free,False,0.0
U12292,2024-02-14,2025-08-07,enterprise,True,199.0
U12293,2023-07-11,2023-11-08,pro,True,49.0
U12294,2023-12-04,2024-01-03,pro,True,49.0
U12295,2024-01-18,2025-07-11,free,True,0.0
U12296,2023-12-29,,free,False,0.0
U12297,2023-11-19,,free,False,0.0
U12298,2024-04-05,,free,False,0.0
U12299,2023-12-16,2024-07-13,enterprise,True,199.0
U12300,2024-04-07,2024-08-05,free,True,0.0
U12301,2024-04-02,2025-01-27,free,True,0.0
U12302,2024-03-17,2024-10-13,free,True,0.0
U12303,2023-01-20,2023-05-20,pro,True,49.0
U12304,2024-02-24,2024-03-25,pro,True,49.0
U12305,2023-04-26,2024-10-17,pro,True,49.0
U12306,2024-02-23,,free,False,0.0
U12307,2023-12-29,,free,False,0.0
U12308,2023-07-19,2024-03-15,pro,True,49.0
U12309,2024-04-12,,free,False,0.0
U12310,2023-10-29,2023-12-28,free,True,0.0
U12311,2023-01-20,,free,False,0.0
U12312,2023-07-27,,free,False,0.0
U12313,2023-08-02,2024-03-29,free,True,0.0
U12314,2023-09-22,2024-08-17,pro,True,49.0
U12315,2023-10-29,,free,False,0.0
U12316,2024-02-09,2024-03-10,enterprise,True,199.0
U12317,2023-03-06,2024-03-30,pro,True,49.0
U12318,2023-12-29,2024-10-24,free,True,0.0
U12319,2024-03-29,2024-12-24,free,True,0.0
U12320,2024-02-01,2024-08-29,free,True,0.0
U12321,2023-12-01,2024-05-29,pro,True,49.0
U12322,2023-08-28,2023-09-27,free,True,0.0
U12323,2023-08-12,2024-04-08,enterprise,True,199.0
U12324,2024-06-01,2025-04-27,pro,True,49.0
U12325,2024-05-03,2024-12-29,enterprise,True,199.0
U12326,2023-10-22,2024-08-17,pro,True,49.0
U12327,2023-04-20,,free,False,0.0
U12328,2023-03-18,,free,False,0.0
U12329,2023-09-19,2024-05-16,free,True,0.0
U12330,2023-06-14,,free,False,0.0
U12331,2024-01-17,2024-05-16,enterprise,True,199.0
U12332,2024-06-27,2024-12-24,enterprise,True,199.0
U12333,2024-06-03,2024-08-02,enterprise,True,199.0
U12334,2023-02-17,,free,False,0.0
U12335,2024-02-04,,free,False,0.0
U12336,2024-05-13,,free,False,0.0
U12337,2023-09-13,,free,False,0.0
U12338,2023-10-16,2024-06-12,free,True,0.0
U12339,2024-03-16,2024-09-12,pro,True,49.0
U12340,2023-03-27,2024-04-20,pro,True,49.0
U12341,2023-05-20,2024-07-13,pro,True,49.0
U12342,2023-02-27,,free,False,0.0
U12343,2023-12-17,,free,False,0.0
U12344,2023-11-29,2025-05-22,pro,True,49.0
U12345,2024-02-13,2024-08-11,free,True,0.0
U12346,2024-04-11,2024-07-10,pro,True,49.0
U12347,2023-10-19,,free,False,0.0
U12348,2023-05-15,2023-06-14,enterprise,True,199.0
U12349,2024-05-26,2025-01-21,pro,True,49.0
U12350,2023-05-18,,free,False,0.0
U12351,2023-04-17,2024-10-08,pro,True,49.0
U12352,2023-12-09,2024-04-07,free,True,0.0
U12353,2024-02-28,,free,False,0.0
U12354,2023-07-08,2023-08-07,pro,True,49.0
U12355,2023-07-25,2024-04-20,pro,True,49.0
U12356,2023-11-27,2024-12-21,enterprise,True,199.0
U12357,2023-07-24,,free,False,0.0
U12358,2023-04-01,,free,False,0.0
U12359,2024-05-08,2024-09-05,pro,True,49.0
U12360,2023-09-09,,free,False,0.0
U12361,2024-01-23,2024-02-22,pro,True,49.0
U12362,2023-09-24,,free,False,0.0
U12363,2024-07-15,2025-01-11,enterprise,True,199.0
U12364,2023-11-30,2024-07-27,pro,True,49.0
U12365,2023-02-13,2023-03-15,pro,True,49.0
U12366,2023-07-11,2024-05-06,pro,True,49.0
U12367,2023-03-11,,free,False,0.0
U12368,2024-01-10,2025-05-04,free,True,0.0
U12369,2024-01-05,,free,False,0.0
U12370,2024-04-01,,free,False,0.0
U12371,2023-08-08,,free,False,0.0
U12372,2023-08-24,2024-01-21,enterprise,True,199.0
U12373,2023-11-25,,free,False,0.0
U12374,2024-05-31,2025-03-27,pro,True,49.0
U12375,2023-08-30,2023-10-29,enterprise,True,199.0
U12376,2024-04-16,,free,False,0.0
U12377,2024-01-06,,free,False,0.0
U12378,2023-12-08,,free,False,0.0
U12379,2023-08-08,2023-09-07,pro,True,49.0
U12380,2023-09-23,,free,False,0.0
U12381,2023-10-11,2025-01-03,enterprise,True,199.0
U12382,2023-01-24,,free,False,0.0
U12383,2023-07-16,2024-06-10,free,True,0.0
U12384,2023-05-03,,free,False,0.0
U12385,2024-02-25,,free,False,0.0
U12386,2024-03-22,2025-04-16,pro,True,49.0
U12387,2024-02-21,2024-09-18,enterprise,True,199.0
U12388,2024-06-06,2024-10-04,pro,True,49.0
U12389,2023-02-19,,free,False,0.0
U12390,2024-07-29,,enterprise,False,199.0
U12391,2023-04-26,2023-05-26,free,True,0.0
U12392,2024-06-08,,free,False,0.0
U12393,2024-02-27,2024-11-23,free,True,0.0
U12394,2023-02-07,2023-09-05,free,True,0.0
U12395,2024-05-05,2025-10-27,free,True,0.0
U12396,2023-02-02,,free,False,0.0
U12397,2024-06-27,2025-02-22,enterprise,True,199.0
U12398,2024-01-20,2024-08-17,pro,True,49.0
U12399,2024-05-18,,free,False,0.0
U12400,2023-12-06,2024-01-05,enterprise,True,199.0
U12401,2024-01-25,2024-10-21,enterprise,True,199.0
U12402,2023-03-20,2023-07-18,pro,True,49.0
U12403,2023-05-01,2023-05-31,pro,True,49.0
U12404,2023-04-25,2023-08-23,free,True,0.0
U12405,2023-04-26,,free,False,0.0
U12406,2024-07-19,2025-03-16,free,True,0.0
U12407,2023-06-24,2023-10-22,enterprise,True,199.0
U12408,2024-06-23,2025-08-17,pro,True,49.0
U12409,2023-03-31,,free,False,0.0
U12410,2024-06-14,2024-08-13,pro,True,49.0
U12411,2023-07-15,,free,False,0.0
U12412,2023-05-11,2023-10-08,enterprise,True,199.0
U12413,2024-03-17,,free,False,0.0
U12414,2023-11-25,2025-05-18,pro,True,49.0
U12415,2024-04-21,,free,False,0.0
U12416,2024-04-07,,free,False,0.0
U12417,2023-06-09,2023-07-09,pro,True,49.0
U12418,2023-12-05,,free,False,0.0
U12419,2023-05-11,2023-10-08,pro,True,49.0
U12420,2023-08-15,2023-09-14,free,True,0.0
U12421,2024-01-08,2024-05-07,enterprise,True,199.0
U12422,2024-05-11,2025-01-06,pro,True,49.0
U12423,2024-06-24,,free,False,0.0
U12424,2024-05-07,2024-07-06,pro,True,49.0
U12425,2023-03-03,2023-09-29,free,True,0.0
U12426,2024-04-11,2024-11-07,pro,True,49.0
U12427,2023-10-28,,free,False,0.0
U12428,2023-01-07,,free,False,0.0
U12429,2024-03-18,2025-01-12,enterprise,True,199.0
U12430,2023-01-20,,free,False,0.0
U12431,2023-01-09,,free,False,0.0
U12432,2023-10-13,2024-01-11,free,True,0.0
U12433,2024-01-22,2024-09-18,pro,True,49.0
U12434,2024-05-08,2024-07-07,free,True,0.0
U12435,2023-07-03,2023-08-02,free,True,0.0
U12436,2023-09-23,,free,False,0.0
U12437,2023-09-08,2024-02-05,free,True,0.0
U12438,2024-01-20,2025-07-13,enterprise,True,199.0
U12439,2024-07-30,2025-09-23,enterprise,True,199.0
U12440,2024-05-29,2025-03-25,pro,True,49.0
U12441,2023-07-25,,free,False,0.0
U12442,2024-01-28,2024-08-25,free,True,0.0
U12443,2023-06-12,2024-12-03,pro,True,49.0
U12444,2023-08-05,2023-12-03,enterprise,True,199.0
U12445,2023-07-26,2023-12-23,pro,True,49.0
U12446,2023-08-04,2023-12-02,free,True,0.0
U12447,2023-12-18,2024-01-17,pro,True,49.0
U12448,2023-07-05,,free,False,0.0
U12449,2023-06-02,2023-08-01,pro,True,49.0
U12450,2023-02-18,2024-03-14,enterprise,True,199.0
U12451,2024-07-02,2025-04-28,enterprise,True,199.0
U12452,2023-02-10,,free,False,0.0
U12453,2023-07-07,2024-07-01,free,True,0.0
U12454,2024-01-08,2024-09-04,free,True,0.0
U12455,2023-03-12,,free,False,0.0
U12456,2023-12-02,,free,False,0.0
U12457,2023-12-07,2024-09-02,pro,True,49.0
U12458,2023-08-24,,free,False,0.0
U12459,2023-08-02,,free,False,0.0
U12460,2023-07-26,,free,False,0.0
U12461,2023-11-08,2024-01-07,enterprise,True,199.0
U12462,2023-07-12,2025-01-02,pro,True,49.0
U12463,2024-04-20,2025-01-15,pro,True,49.0
U12464,2023-10-05,,free,False,0.0
U12465,2023-10-06,2025-03-29,enterprise,True,199.0
U12466,2023-10-02,2023-11-01,free,True,0.0
U12467,2024-02-03,2024-05-03,pro,True,49.0
U12468,2023-02-22,2023-08-21,pro,True,49.0
U12469,2023-07-17,2024-05-12,enterprise,True,199.0
U12470,2024-03-26,,free,False,0.0
U12471,2023-05-07,,free,False,0.0
U12472,2024-02-01,2025-07-25,enterprise,True,199.0
U12473,2023-02-12,2023-09-10,enterprise,True,199.0
U12474,2024-03-30,2025-08-22,free,True,0.0
U12475,2023-09-10,2024-09-04,free,True,0.0
U12476,2024-02-28,2024-03-29,free,True,0.0
U12477,2023-02-20,,free,False,0.0
U12478,2024-05-28,2024-06-27,pro,True,49.0
U12479,2024-05-21,2024-12-17,pro,True,49.0
U12480,2024-02-13,,free,False,0.0
U12481,2023-08-16,2023-12-14,pro,True,49.0
U12482,2023-09-16,2024-08-11,free,True,0.0
U12483,2024-03-15,2024-08-12,free,True,0.0
U12484,2023-06-22,2023-07-22,free,True,0.0
U12485,2023-04-06,,free,False,0.0
U12486,2023-08-04,2023-09-03,pro,True,49.0
U12487,2024-07-03,2024-09-01,free,True,0.0
U12488,2024-06-12,,free,False,0.0
U12489,2023-06-30,2023-09-28,free,True,0.0
U12490,2023-07-04,2024-12-25,enterprise,True,199.0
U12491,2023-09-26,2024-07-22,enterprise,True,199.0
U12492,2023-06-14,2024-03-10,enterprise,True,199.0
U12493,2024-05-15,,free,False,0.0
U12494,2024-01-02,,free,False,0.0
U12495,2023-11-21,,free,False,0.0
U12496,2024-03-01,,free,False,0.0
U12497,2023-07-15,,free,False,0.0
U12498,2023-09-25,2023-10-25,free,True,0.0
U12499,2023-04-03,,free,False,0.0
U12500,2024-07-05,2024-10-03,pro,True,49.0
U12501,2024-01-27,2024-03-27,pro,True,49.0
U12502,2024-05-23,2025-11-14,pro,True,49.0
U12503,2023-09-19,,free,False,0.0
U12504,2024-07-27,,free,False,0.0
U12505,2023-04-25,,free,False,0.0
U12506,2024-05-23,2025-11-14,enterprise,True,199.0
U12507,2023-02-14,2023-05-15,free,True,0.0
U12508,2023-01-08,,free,False,0.0
U12509,2024-03-04,2024-06-02,free,True,0.0
U12510,2024-03-06,,free,False,0.0
U12511,2024-02-14,,free,False,0.0
U12512,2023-06-06,2023-09-04,pro,True,49.0
U12513,2023-12-30,,free,False,0.0
U12514,2024-01-05,,free,False,0.0
U12515,2023-11-19,2024-01-18,free,True,0.0
U12516,2023-04-04,2023-07-03,free,True,0.0
U12517,2024-03-20,,free,False,0.0
U12518,2023-12-16,2024-01-15,free,True,0.0
U12519,2023-08-26,2023-10-25,pro,True,49.0
U12520,2023-03-28,,free,False,0.0
U12521,2024-02-04,,free,False,0.0
U12522,2024-04-27,,free,False,0.0
U12523,2023-02-25,2023-11-22,pro,True,49.0
U12524,2023-10-20,2024-06-16,enterprise,True,199.0
U12525,2023-12-12,2024-08-08,pro,True,49.0
U12526,2023-03-01,2023-07-29,pro,True,49.0
U12527,2023-06-23,2024-12-14,free,True,0.0
U12528,2023-10-15,2024-01-13,enterprise,True,199.0
U12529,2023-07-01,2023-12-28,free,True,0.0
U12530,2023-01-10,,free,False,0.0
U12531,2023-05-23,2024-11-13,enterprise,True,199.0
U12532,2024-07-14,2024-10-12,pro,True,49.0
U12533,2023-06-09,,free,False,0.0
U12534,2023-05-28,2024-06-21,enterprise,True,199.0
U12535,2024-04-26,,free,False,0.0
U12536,2023-02-09,,free,False,0.0
U12537,2023-03-04,,free,False,0.0
U12538,2023-08-03,,free,False,0.0
U12539,2023-11-15,2024-12-09,enterprise,True,199.0
U12540,2024-03-01,2024-11-26,pro,True,49.0
U12541,2024-04-01,2024-05-31,free,True,0.0
U12542,2023-07-24,2023-08-23,pro,True,49.0
U12543,2024-04-11,2025-04-06,pro,True,49.0
U12544,2023-07-18,2024-11-09,pro,True,49.0
U12545,2023-07-02,2024-03-28,free,True,0.0
U12546,2024-08-07,2025-04-04,pro,True,49.0
U12547,2023-06-05,,free,False,0.0
U12548,2023-07-26,2024-01-22,enterprise,True,199.0
U12549,2024-02-05,2025-03-31,pro,True,49.0
U12550,2023-05-04,2023-07-03,free,True,0.0
U12551,2023-06-16,,free,False,0.0
U12552,2023-01-31,,free,False,0.0
U12553,2024-06-07,2024-07-07,pro,True,49.0
U12554,2023-07-28,,free,False,0.0
U12555,2023-12-15,2024-06-12,pro,True,49.0
U12556,2024-03-13,2025-08-05,pro,True,49.0
U12557,2024-01-18,,free,False,0.0
U12558,2023-11-09,2024-07-06,pro,True,49.0
U12559,2023-11-25,,free,False,0.0
U12560,2023-01-30,,free,False,0.0
U12561,2023-01-27,,free,False,0.0
U12562,2024-01-20,2024-03-20,pro,True,49.0
U12563,2023-03-13,2023-06-11,enterprise,True,199.0
U12564,2024-06-20,2024-10-18,pro,True,49.0
U12565,2023-03-28,2023-07-26,free,True,0.0
U12566,2023-05-28,,free,False,0.0
U12567,2024-03-05,2025-08-27,pro,True,49.0
U12568,2023-02-17,,free,False,0.0
U12569,2024-02-26,2025-08-19,pro,True,49.0
U12570,2024-06-21,,free,False,0.0
U12571,2023-06-23,,free,False,0.0
U12572,2023-06-11,,free,False,0.0
U12573,2023-05-16,2023-06-15,pro,True,49.0
U12574,2023-01-27,2023-08-25,free,True,0.0
U12575,2023-12-24,,free,False,0.0
U12576,2023-08-17,,free,False,0.0
U12577,2023-04-06,2024-01-31,free,True,0.0
U12578,2024-04-09,2024-07-08,enterprise,True,199.0
U12579,2023-03-09,,free,False,0.0
U12580,2023-04-26,,free,False,0.0
U12581,2024-05-02,,free,False,0.0
U12582,2024-04-25,2024-05-25,free,True,0.0
U12583,2024-04-14,2025-01-09,free,True,0.0
U12584,2024-03-26,,free,False,0.0
U12585,2023-06-01,2023-12-28,enterprise,True,199.0
U12586,2023-01-01,,free,False,0.0
U12587,2023-12-06,2024-08-02,pro,True,49.0
U12588,2024-05-19,2024-11-15,enterprise,True,199.0
U12589,2024-05-26,2024-07-25,enterprise,True,199.0
U12590,2023-09-21,,free,False,0.0
U12591,2023-05-21,2023-09-18,enterprise,True,199.0
U12592,2023-12-12,2024-09-07,pro,True,49.0
U12593,2024-02-20,2024-03-21,free,True,0.0
U12594,2023-04-10,2023-06-09,pro,True,49.0
U12595,2024-05-04,,free,False,0.0
U12596,2024-05-19,,free,False,0.0
U12597,2023-07-25,2024-04-20,pro,True,49.0
U12598,2023-06-18,2023-12-15,enterprise,True,199.0
U12599,2023-09-23,2024-04-20,pro,True,49.0
U12600,2024-06-11,2024-11-08,pro,True,49.0
U12601,2023-05-27,2024-07-20,free,True,0.0
U12602,2023-05-27,,free,False,0.0
U12603,2023-09-25,2023-10-25,enterprise,True,199.0
U12604,2023-05-03,2024-01-28,free,True,0.0
U12605,2023-05-29,2023-08-27,free,True,0.0
U12606,2024-02-18,,free,False,0.0
U12607,2023-10-21,2024-05-18,free,True,0.0
U12608,2023-04-21,2023-10-18,free,True,0.0
U12609,2023-09-20,2023-12-19,free,True,0.0
U12610,2023-10-03,2024-01-31,free,True,0.0
U12611,2023-10-09,2024-02-06,free,True,0.0
U12612,2023-07-18,2023-09-16,free,True,0.0
U12613,2023-11-19,2024-11-13,free,True,0.0
U12614,2024-01-31,2024-08-28,enterprise,True,199.0
U12615,2024-05-22,2024-12-18,pro,True,49.0
U12616,2024-06-16,,free,False,0.0
U12617,2024-07-18,,enterprise,False,199.0
U12618,2023-11-20,2025-05-13,free,True,0.0
U12619,2023-05-15,,free,False,0.0
U12620,2023-12-02,,free,False,0.0
U12621,2024-04-15,2025-04-10,pro,True,49.0
U12622,2024-02-10,2024-09-07,free,True,0.0
U12623,2023-07-26,2024-09-18,free,True,0.0
U12624,2023-03-18,2023-05-17,pro,True,49.0
U12625,2024-02-04,2024-07-03,pro,True,49.0
U12626,2023-03-02,2023-06-30,free,True,0.0
U12627,2023-08-10,2023-09-09,pro,True,49.0
U12628,2023-07-06,,free,False,0.0
U12629,2023-01-18,2024-05-12,enterprise,True,199.0
U12630,2023-07-14,2024-07-08,free,True,0.0
U12631,2023-02-04,,free,False,0.0
U12632,2023-10-27,2025-04-19,enterprise,True,199.0
U12633,2023-08-09,2024-11-01,pro,True,49.0
U12634,2024-03-11,2024-04-10,enterprise,True,199.0
U12635,2023-11-27,,free,False,0.0
U12636,2023-02-18,2023-10-16,pro,True,49.0
U12637,2024-05-10,2024-08-08,pro,True,49.0
U12638,2024-06-14,2024-11-11,free,True,0.0
U12639,2024-02-02,2024-08-30,enterprise,True,199.0
U12640,2023-08-21,2024-07-16,free,True,0.0
U12641,2024-02-20,,free,False,0.0
U12642,2024-04-07,,free,False,0.0
U12643,2023-08-08,,free,False,0.0
U12644,2024-05-13,2025-07-07,free,True,0.0
U12645,2023-09-27,,free,False,0.0
U12646,2024-04-10,2024-06-09,pro,True,49.0
U12647,2023-05-01,,free,False,0.0
U12648,2023-11-05,2024-04-03,pro,True,49.0
U12649,2024-06-10,,free,False,0.0
U12650,2023-12-12,,free,False,0.0
U12651,2023-12-12,,free,False,0.0
U12652,2023-07-30,2023-08-29,free,True,0.0
U12653,2023-09-19,,free,False,0.0
U12654,2023-12-16,,free,False,0.0
U12655,2024-05-14,,free,False,0.0
U12656,2024-05-01,2024-06-30,enterprise,True,199.0
U12657,2023-06-06,2024-04-01,free,True,0.0
U12658,2023-12-17,,free,False,0.0
U12659,2024-06-15,,free,False,0.0
U12660,2023-09-27,,free,False,0.0
U12661,2023-03-06,,free,False,0.0
U12662,2024-01-10,,free,False,0.0
U12663,2024-03-12,,free,False,0.0
U12664,2023-02-25,2023-09-23,pro,True,49.0
U12665,2023-06-25,2023-08-24,pro,True,49.0
U12666,2023-04-07,,free,False,0.0
U12667,2023-08-21,,free,False,0.0
U12668,2024-05-31,2024-12-27,enterprise,True,199.0
U12669,2023-05-18,2024-01-13,pro,True,49.0
U12670,2023-05-14,2023-08-12,enterprise,True,199.0
U12671,2023-10-30,,free,False,0.0
U12672,2023-06-17,2023-07-17,pro,True,49.0
U12673,2024-01-16,2024-03-16,pro,True,49.0
U12674,2023-11-14,2024-08-10,pro,True,49.0
U12675,2024-04-27,2024-05-27,enterprise,True,199.0
U12676,2024-05-07,2024-07-06,pro,True,49.0
U12677,2023-04-18,2023-05-18,free,True,0.0
U12678,2024-07-08,2024-08-07,pro,True,49.0
U12679,2023-07-27,2023-09-25,pro,True,49.0
U12680,2024-02-12,2024-09-09,enterprise,True,199.0
U12681,2024-06-07,2024-10-05,enterprise,True,199.0
U12682,2023-08-09,2024-11-01,free,True,0.0
U12683,2023-06-09,2023-09-07,free,True,0.0
U12684,2023-10-01,2025-02-22,free,True,0.0
U12685,2023-01-25,2023-05-25,enterprise,True,199.0
U12686,2023-07-23,,free,False,0.0
U12687,2023-12-29,,free,False,0.0
U12688,2024-06-22,,free,False,0.0
U12689,2023-07-19,2023-11-16,free,True,0.0
U12690,2024-08-21,2025-01-18,free,True,0.0
U12691,2024-07-24,2024-10-22,pro,True,49.0
U12692,2023-02-18,,free,False,0.0
U12693,2024-08-27,,pro,False,49.0
U12694,2024-03-04,2024-08-01,enterprise,True,199.0
U12695,2023-08-24,,free,False,0.0
U12696,2024-07-30,2025-03-27,free,True,0.0
U12697,2023-07-21,2025-01-11,pro,True,49.0
U12698,2024-03-12,2024-09-08,free,True,0.0
U12699,2023-06-12,,free,False,0.0
U12700,2023-05-23,2023-10-20,pro,True,49.0
U12701,2023-07-06,2023-09-04,enterprise,True,199.0
U12702,2023-10-12,2023-12-11,free,True,0.0
U12703,2023-06-07,2024-06-01,pro,True,49.0
U12704,2024-03-26,2025-04-20,free,True,0.0
U12705,2023-07-27,,free,False,0.0
U12706,2023-10-13,,free,False,0.0
U12707,2023-02-20,,free,False,0.0
U12708,2024-02-21,2024-07-20,free,True,0.0
U12709,2023-10-31,,free,False,0.0
U12710,2024-02-04,,free,False,0.0
U12711,2024-06-29,2024-08-28,enterprise,True,199.0
U12712,2024-03-10,2024-04-09,enterprise,True,199.0
U12713,2024-05-02,,free,False,0.0
U12714,2024-04-24,,free,False,0.0
U12715,2023-11-26,,free,False,0.0
U12716,2023-06-17,2024-12-08,pro,True,49.0
U12717,2024-01-02,2024-08-29,pro,True,49.0
U12718,2023-01-08,2023-03-09,free,True,0.0
U12719,2023-03-30,2023-04-29,free,True,0.0
U12720,2023-11-07,2024-04-05,pro,True,49.0
U12721,2023-12-16,2024-05-14,free,True,0.0
U12722,2023-09-29,2025-03-22,enterprise,True,199.0
U12723,2023-04-06,2024-06-29,enterprise,True,199.0
U12724,2023-03-24,2023-04-23,pro,True,49.0
U12725,2024-02-25,,free,False,0.0
U12726,2023-07-02,2024-12-23,pro,True,49.0
U12727,2023-05-28,,free,False,0.0
U12728,2024-06-16,2025-04-12,pro,True,49.0
U12729,2023-08-02,2023-11-30,enterprise,True,199.0
U12730,2023-09-06,,free,False,0.0
U12731,2024-02-05,,free,False,0.0
U12732,2023-06-13,,free,False,0.0
U12733,2024-04-20,2024-06-19,free,True,0.0
U12734,2024-02-29,2024-05-29,enterprise,True,199.0
U12735,2023-08-04,2024-08-28,pro,True,49.0
U12736,2023-09-12,,free,False,0.0
U12737,2024-02-10,2024-04-10,free,True,0.0
U12738,2023-03-14,,free,False,0.0
U12739,2023-10-04,2024-09-28,free,True,0.0
U12740,2023-11-04,2024-01-03,pro,True,49.0
U12741,2023-06-12,2024-12-03,free,True,0.0
U12742,2024-02-20,2024-05-20,pro,True,49.0
U12743,2023-05-24,2023-09-21,pro,True,49.0
U12744,2023-06-12,2023-08-11,pro,True,49.0
U12745,2023-07-30,,free,False,0.0
U12746,2024-05-17,2024-06-16,pro,True,49.0
U12747,2023-07-06,2024-05-01,pro,True,49.0
U12748,2023-12-03,2024-07-30,enterprise,True,199.0
U12749,2023-12-02,,free,False,0.0
U12750,2023-01-12,,free,False,0.0
U12751,2023-05-18,2023-07-17,enterprise,True,199.0
U12752,2024-06-17,,free,False,0.0
U12753,2023-11-15,,free,False,0.0
U12754,2024-06-20,,free,False,0.0
U12755,2023-04-16,,free,False,0.0
U12756,2024-06-05,2024-12-02,free,True,0.0
U12757,2023-09-14,2023-11-13,free,True,0.0
U12758,2024-03-24,,free,False,0.0
U12759,2023-11-02,,free,False,0.0
U12760,2023-05-30,2023-07-29,enterprise,True,199.0
U12761,2024-04-10,,free,False,0.0
U12762,2023-07-14,2023-09-12,enterprise,True,199.0
U12763,2023-04-21,2024-08-13,free,True,0.0
U12764,2024-02-06,2024-03-07,pro,True,49.0
U12765,2023-11-01,2025-02-23,free,True,0.0
U12766,2023-02-11,,free,False,0.0
U12767,2024-02-29,2024-05-29,pro,True,49.0
U12768,2023-09-19,,free,False,0.0
U12769,2023-04-26,,free,False,0.0
U12770,2024-04-22,,free,False,0.0
U12771,2024-03-12,,free,False,0.0
U12772,2023-08-01,2023-11-29,pro,True,49.0
U12773,2024-05-25,2025-03-21,enterprise,True,199.0
U12774,2023-10-26,,free,False,0.0
U12775,2023-08-19,,free,False,0.0
U12776,2024-06-19,,free,False,0.0
U12777,2023-04-16,2023-11-12,free,True,0.0
U12778,2023-04-28,2024-01-23,free,True,0.0
U12779,2024-01-10,2024-04-09,pro,True,49.0
U12780,2023-10-17,2025-04-09,free,True,0.0
U12781,2024-07-10,2024-10-08,pro,True,49.0
U12782,2024-03-18,,free,False,0.0
U12783,2024-04-07,2024-06-06,pro,True,49.0
U12784,2023-04-26,2024-10-17,pro,True,49.0
U12785,2023-04-18,,free,False,0.0
U12786,2023-11-16,2025-05-09,pro,True,49.0
U12787,2023-10-10,,free,False,0.0
U12788,2023-09-15,,free,False,0.0
U12789,2024-06-04,,free,False,0.0
U12790,2023-12-03,,free,False,0.0
U12791,2024-03-05,,free,False,0.0
U12792,2023-09-15,,free,False,0.0
U12793,2024-01-01,2024-03-31,free,True,0.0
U12794,2023-03-27,,free,False,0.0
U12795,2023-03-07,2023-05-06,enterprise,True,199.0
U12796,2023-06-12,2024-01-08,pro,True,49.0
U12797,2024-05-12,,free,False,0.0
U12798,2023-09-11,2024-12-04,pro,True,49.0
U12799,2024-07-13,2025-07-08,pro,True,49.0
U12800,2023-08-17,2024-03-14,free,True,0.0
U12801,2024-04-07,2025-04-02,free,True,0.0
U12802,2023-10-21,2024-02-18,enterprise,True,199.0
U12803,2023-06-12,2023-12-09,pro,True,49.0
U12804,2024-06-18,2024-09-16,pro,True,49.0
U12805,2024-01-20,,free,False,0.0
U12806,2024-07-03,,pro,False,49.0
U12807,2024-03-12,2024-08-09,free,True,0.0
U12808,2023-03-19,2023-07-17,pro,True,49.0
U12809,2023-05-24,2023-06-23,pro,True,49.0
U12810,2023-04-11,,free,False,0.0
U12811,2023-05-05,2024-03-30,pro,True,49.0
U12812,2023-05-06,2023-08-04,pro,True,49.0
U12813,2023-09-16,2024-10-10,free,True,0.0
U12814,2024-01-05,,free,False,0.0
U12815,2024-04-13,2024-08-11,enterprise,True,199.0
U12816,2024-03-10,2024-06-08,enterprise,True,199.0
U12817,2023-02-18,2024-08-11,pro,True,49.0
U12818,2023-12-22,,free,False,0.0
U12819,2024-03-26,,free,False,0.0
U12820,2024-04-18,2024-07-17,free,True,0.0
U12821,2024-07-21,2024-08-20,enterprise,True,199.0
